date,value,lugar,date2
1994,55,Zamora,1994
1995,41,Zamora,1995
1996,40,Zamora,1996
1997,36,Zamora,1997
1998,55,Zamora,1998
1999,47,Zamora,1999
2000,48,Zamora,2000
2001,46,Zamora,2001
2002,43,Zamora,2002
2003,60,Zamora,2003
2004,52,Zamora,2004
2005,62,Zamora,2005
2006,66,Zamora,2006
2007,29,Zamora,2007
2008,42,Zamora,2008
2009,60,Zamora,2009
2010,70,Zamora,2010
2011,54,Zamora,2011
2012,56,Zamora,2012
2013,61,Zamora,2013
2014,44,Zamora,2014
2015,64,Zamora,2015
2016,69,Zamora,2016
2017,68,Zamora,2017
2018,81,Zamora,2018
1951,54,Zaragoza Aeropuerto,1951
1952,48,Zaragoza Aeropuerto,1952
1953,53,Zaragoza Aeropuerto,1953
1954,43,Zaragoza Aeropuerto,1954
1955,54,Zaragoza Aeropuerto,1955
1956,36,Zaragoza Aeropuerto,1956
1957,41,Zaragoza Aeropuerto,1957
1958,63,Zaragoza Aeropuerto,1958
1959,54,Zaragoza Aeropuerto,1959
1960,46,Zaragoza Aeropuerto,1960
1961,60,Zaragoza Aeropuerto,1961
1962,73,Zaragoza Aeropuerto,1962
1963,45,Zaragoza Aeropuerto,1963
1964,70,Zaragoza Aeropuerto,1964
1965,56,Zaragoza Aeropuerto,1965
1966,49,Zaragoza Aeropuerto,1966
1967,63,Zaragoza Aeropuerto,1967
1968,46,Zaragoza Aeropuerto,1968
1969,44,Zaragoza Aeropuerto,1969
1970,66,Zaragoza Aeropuerto,1970
1971,53,Zaragoza Aeropuerto,1971
1972,27,Zaragoza Aeropuerto,1972
1973,50,Zaragoza Aeropuerto,1973
1974,37,Zaragoza Aeropuerto,1974
1975,47,Zaragoza Aeropuerto,1975
1976,46,Zaragoza Aeropuerto,1976
1977,25,Zaragoza Aeropuerto,1977
1978,53,Zaragoza Aeropuerto,1978
1979,46,Zaragoza Aeropuerto,1979
1980,52,Zaragoza Aeropuerto,1980
1981,51,Zaragoza Aeropuerto,1981
1982,56,Zaragoza Aeropuerto,1982
1983,62,Zaragoza Aeropuerto,1983
1984,52,Zaragoza Aeropuerto,1984
1985,70,Zaragoza Aeropuerto,1985
1986,62,Zaragoza Aeropuerto,1986
1987,71,Zaragoza Aeropuerto,1987
1988,52,Zaragoza Aeropuerto,1988
1989,73,Zaragoza Aeropuerto,1989
1990,75,Zaragoza Aeropuerto,1990
1991,75,Zaragoza Aeropuerto,1991
1992,51,Zaragoza Aeropuerto,1992
1993,54,Zaragoza Aeropuerto,1993
1994,73,Zaragoza Aeropuerto,1994
1995,58,Zaragoza Aeropuerto,1995
1996,50,Zaragoza Aeropuerto,1996
1997,53,Zaragoza Aeropuerto,1997
1998,69,Zaragoza Aeropuerto,1998
1999,66,Zaragoza Aeropuerto,1999
2000,71,Zaragoza Aeropuerto,2000
2001,67,Zaragoza Aeropuerto,2001
2002,47,Zaragoza Aeropuerto,2002
2003,79,Zaragoza Aeropuerto,2003
2004,83,Zaragoza Aeropuerto,2004
2005,75,Zaragoza Aeropuerto,2005
2006,78,Zaragoza Aeropuerto,2006
2007,59,Zaragoza Aeropuerto,2007
2008,66,Zaragoza Aeropuerto,2008
2009,83,Zaragoza Aeropuerto,2009
2010,65,Zaragoza Aeropuerto,2010
2011,79,Zaragoza Aeropuerto,2011
2012,84,Zaragoza Aeropuerto,2012
2013,71,Zaragoza Aeropuerto,2013
2014,76,Zaragoza Aeropuerto,2014
2015,74,Zaragoza Aeropuerto,2015
2016,87,Zaragoza Aeropuerto,2016
2017,75,Zaragoza Aeropuerto,2017
2018,79,Zaragoza Aeropuerto,2018
1950,0,Puerto De Navacerrada,1950
1951,1,Puerto De Navacerrada,1951
1952,0,Puerto De Navacerrada,1952
1953,0,Puerto De Navacerrada,1953
1954,0,Puerto De Navacerrada,1954
1955,0,Puerto De Navacerrada,1955
1956,0,Puerto De Navacerrada,1956
1957,1,Puerto De Navacerrada,1957
1958,0,Puerto De Navacerrada,1958
1959,0,Puerto De Navacerrada,1959
1960,0,Puerto De Navacerrada,1960
1961,0,Puerto De Navacerrada,1961
1962,0,Puerto De Navacerrada,1962
1963,0,Puerto De Navacerrada,1963
1964,0,Puerto De Navacerrada,1964
1965,0,Puerto De Navacerrada,1965
1966,0,Puerto De Navacerrada,1966
1967,0,Puerto De Navacerrada,1967
1968,0,Puerto De Navacerrada,1968
1969,0,Puerto De Navacerrada,1969
1970,0,Puerto De Navacerrada,1970
1971,0,Puerto De Navacerrada,1971
1972,0,Puerto De Navacerrada,1972
1973,0,Puerto De Navacerrada,1973
1974,0,Puerto De Navacerrada,1974
1975,0,Puerto De Navacerrada,1975
1976,0,Puerto De Navacerrada,1976
1977,0,Puerto De Navacerrada,1977
1978,0,Puerto De Navacerrada,1978
1979,0,Puerto De Navacerrada,1979
1980,0,Puerto De Navacerrada,1980
1981,0,Puerto De Navacerrada,1981
1982,0,Puerto De Navacerrada,1982
1983,0,Puerto De Navacerrada,1983
1984,0,Puerto De Navacerrada,1984
1985,0,Puerto De Navacerrada,1985
1986,0,Puerto De Navacerrada,1986
1987,2,Puerto De Navacerrada,1987
1988,1,Puerto De Navacerrada,1988
1989,0,Puerto De Navacerrada,1989
1990,0,Puerto De Navacerrada,1990
1991,2,Puerto De Navacerrada,1991
1992,0,Puerto De Navacerrada,1992
1993,2,Puerto De Navacerrada,1993
1994,0,Puerto De Navacerrada,1994
1995,2,Puerto De Navacerrada,1995
1996,0,Puerto De Navacerrada,1996
1997,0,Puerto De Navacerrada,1997
1998,1,Puerto De Navacerrada,1998
1999,0,Puerto De Navacerrada,1999
2000,0,Puerto De Navacerrada,2000
2001,0,Puerto De Navacerrada,2001
2002,0,Puerto De Navacerrada,2002
2003,7,Puerto De Navacerrada,2003
2004,0,Puerto De Navacerrada,2004
2005,1,Puerto De Navacerrada,2005
2006,1,Puerto De Navacerrada,2006
2007,1,Puerto De Navacerrada,2007
2008,0,Puerto De Navacerrada,2008
2009,0,Puerto De Navacerrada,2009
2010,0,Puerto De Navacerrada,2010
2011,0,Puerto De Navacerrada,2011
2012,3,Puerto De Navacerrada,2012
2013,0,Puerto De Navacerrada,2013
2014,0,Puerto De Navacerrada,2014
2015,2,Puerto De Navacerrada,2015
2016,1,Puerto De Navacerrada,2016
2017,1,Puerto De Navacerrada,2017
2018,3,Puerto De Navacerrada,2018
1970,28,Molina De Aragón,1970
1971,14,Molina De Aragón,1971
1972,9,Molina De Aragón,1972
1973,23,Molina De Aragón,1973
1974,19,Molina De Aragón,1974
1975,23,Molina De Aragón,1975
1976,11,Molina De Aragón,1976
1977,5,Molina De Aragón,1977
1978,27,Molina De Aragón,1978
1979,18,Molina De Aragón,1979
1980,36,Molina De Aragón,1980
1981,32,Molina De Aragón,1981
1982,30,Molina De Aragón,1982
1983,34,Molina De Aragón,1983
1984,33,Molina De Aragón,1984
1985,43,Molina De Aragón,1985
1986,40,Molina De Aragón,1986
1987,35,Molina De Aragón,1987
1988,39,Molina De Aragón,1988
1989,36,Molina De Aragón,1989
1990,44,Molina De Aragón,1990
1991,55,Molina De Aragón,1991
1992,37,Molina De Aragón,1992
1993,40,Molina De Aragón,1993
1994,66,Molina De Aragón,1994
1995,23,Molina De Aragón,1995
1996,22,Molina De Aragón,1996
1997,30,Molina De Aragón,1997
1998,46,Molina De Aragón,1998
1999,40,Molina De Aragón,1999
2000,54,Molina De Aragón,2000
2001,42,Molina De Aragón,2001
2002,30,Molina De Aragón,2002
2003,57,Molina De Aragón,2003
2004,25,Molina De Aragón,2004
2005,55,Molina De Aragón,2005
2006,46,Molina De Aragón,2006
2007,32,Molina De Aragón,2007
2008,38,Molina De Aragón,2008
2009,30,Molina De Aragón,2009
2010,51,Molina De Aragón,2010
2011,46,Molina De Aragón,2011
2012,45,Molina De Aragón,2012
2013,36,Molina De Aragón,2013
2014,29,Molina De Aragón,2014
2015,48,Molina De Aragón,2015
2016,68,Molina De Aragón,2016
2017,58,Molina De Aragón,2017
2018,40,Molina De Aragón,2018
1968,30,Molina De Aragón,1968
1969,25,Molina De Aragón,1969
1961,79,Torrejón De Ardoz,1961
1962,85,Torrejón De Ardoz,1962
1963,42,Torrejón De Ardoz,1963
1964,69,Torrejón De Ardoz,1964
1965,63,Torrejón De Ardoz,1965
1966,62,Torrejón De Ardoz,1966
1967,61,Torrejón De Ardoz,1967
1968,58,Torrejón De Ardoz,1968
1969,48,Torrejón De Ardoz,1969
1970,78,Torrejón De Ardoz,1970
1971,55,Torrejón De Ardoz,1971
1972,46,Torrejón De Ardoz,1972
1973,69,Torrejón De Ardoz,1973
1974,54,Torrejón De Ardoz,1974
1975,54,Torrejón De Ardoz,1975
1976,55,Torrejón De Ardoz,1976
1977,46,Torrejón De Ardoz,1977
1978,72,Torrejón De Ardoz,1978
1979,69,Torrejón De Ardoz,1979
1980,82,Torrejón De Ardoz,1980
1981,72,Torrejón De Ardoz,1981
1982,66,Torrejón De Ardoz,1982
1983,78,Torrejón De Ardoz,1983
1984,69,Torrejón De Ardoz,1984
1985,83,Torrejón De Ardoz,1985
1986,76,Torrejón De Ardoz,1986
1987,76,Torrejón De Ardoz,1987
1988,65,Torrejón De Ardoz,1988
1989,78,Torrejón De Ardoz,1989
1990,80,Torrejón De Ardoz,1990
1991,76,Torrejón De Ardoz,1991
1992,61,Torrejón De Ardoz,1992
1993,49,Torrejón De Ardoz,1993
1994,84,Torrejón De Ardoz,1994
1995,71,Torrejón De Ardoz,1995
1996,67,Torrejón De Ardoz,1996
1997,58,Torrejón De Ardoz,1997
1998,78,Torrejón De Ardoz,1998
1999,83,Torrejón De Ardoz,1999
2000,80,Torrejón De Ardoz,2000
2001,89,Torrejón De Ardoz,2001
2002,78,Torrejón De Ardoz,2002
2003,94,Torrejón De Ardoz,2003
2004,95,Torrejón De Ardoz,2004
2005,97,Torrejón De Ardoz,2005
2006,92,Torrejón De Ardoz,2006
2007,67,Torrejón De Ardoz,2007
2008,70,Torrejón De Ardoz,2008
2009,91,Torrejón De Ardoz,2009
2010,81,Torrejón De Ardoz,2010
2011,83,Torrejón De Ardoz,2011
2012,87,Torrejón De Ardoz,2012
2013,92,Torrejón De Ardoz,2013
2014,74,Torrejón De Ardoz,2014
2015,84,Torrejón De Ardoz,2015
2016,91,Torrejón De Ardoz,2016
2017,85,Torrejón De Ardoz,2017
2018,95,Torrejón De Ardoz,2018
